Entry,Location_SL_IDs
P60507,SL-0274; SL-0039
Q07021,SL-0170; SL-0191; SL-0188; SL-0039; SL-0243; SL-0086
Q13686,SL-0191; SL-0173
Q504Y2,SL-0243; SL-0132
Q68EN5,SL-0090
Q6Q4G3,SL-0162
Q8N6G5,SL-0136
Q99542,SL-0111
Q9H4A5,SL-0136; SL-0267
Q9UHD4,SL-0154; SL-0097; SL-0132; SL-0075
O14939,SL-0039
B0YJ81,SL-0097
P49862,SL-0243
P53367,SL-0132; SL-0267
Q13421,SL-0039; SL-0132; SL-0243
Q6UVM3,SL-0039
Q9BXU9,SL-0267; SL-0198; SL-0039
P13727,SL-0243; SL-0244
P32019,SL-0091; SL-0098; SL-0093; SL-0162; SL-0205; SL-0132
Q6P2C8,SL-0191
Q8N3J6,SL-0039; SL-0258; SL-0279
Q8NE86,SL-0168
Q9BXM7,SL-0172; SL-0168; SL-0091
Q9HDC9,SL-0162
Q96EA4,SL-0048; SL-0149; SL-0191; SL-0448
Q8NFJ9,SL-0305; SL-0086; SL-0485
Q9H2R5,SL-0243
Q9Y2G8,SL-0097
P43115,SL-0039
Q5TFQ8,SL-0162
B7Z8K6,SL-0039
P22676,SL-0258; SL-0283
Q08ER8,SL-0191
Q6ZS82,SL-0162
Q8IZJ4,SL-0088
Q9UI15,
P63215,SL-0039
Q5U5R9,
P0C7H8,
Q902F8,SL-0039; SL-0274
Q6P996,
Q8TB52,
Q8IZ83,
Q86UP8,SL-0191
Q8IX18,
Q6EKJ0,SL-0191
Q8N687,SL-0243
Q96EL2,SL-0173
A6NNF4,SL-0191
Q8TF20,SL-0191
A0A075B6J6,SL-0243; SL-0039
A6NH21,SL-0162
Q96M93,SL-0191
Q2M3W8,SL-0191
A6NEL3,
Q5FWF7,
Q9Y675,SL-0191
P0DTA3,
Q8N9W7,SL-0162
Q9H2U6,
O00168,SL-0238; SL-0015; SL-0035; SL-0505
O15247,SL-0086; SL-0162
O95782,SL-0039; SL-0072
P01877,SL-0243; SL-0039
P15374,SL-0086
P23786,SL-0168
P62314,SL-0091; SL-0191
Q01151,SL-0162
Q16878,
Q5TIA1,
Q8TEM1,SL-0185; SL-0182; SL-0097
Q8WWB7,SL-0157
Q92673,SL-0134; SL-0267; SL-0100; SL-0093; SL-0231; SL-0097; SL-0175; SL-0039; SL-0245; SL-0243
Q9H082,SL-0134; SL-0067; SL-0221
Q9HAC7,SL-0173
O15393,SL-0039; SL-0243
O95671,
P13637,SL-0039
P49286,SL-0039
P49459,SL-0152; SL-0158
P52803,SL-0039; SL-0035
Q0VAQ4,SL-0039; SL-0089
Q460N5,SL-0191; SL-0086
Q5VYJ5,SL-0089
Q8IYB8,SL-0191; SL-0170; SL-0269
Q8NFP7,SL-0086
Q8WYN0,SL-0086
Q96RE9,SL-0191
Q9BYE9,SL-0015; SL-0294; SL-0038
Q9BZX2,
Q9UBV7,SL-0136
Q9UKF5,SL-0162
Q9UL46,
O00590,SL-0094; SL-0232; SL-0039
O15126,SL-0267; SL-0231
P02795,
P47985,SL-0168
Q8N5B7,SL-0097
Q8NFU0,SL-0039
Q8TCU5,SL-0039; SL-0219; SL-0297
Q8WWU5,SL-0162; SL-0117; SL-0007
Q99972,SL-0243; SL-0132; SL-0088; SL-0112; SL-0111; SL-0466; SL-0173; SL-0169; SL-0168; SL-0172; SL-0235; SL-0280; SL-0066; SL-0095
O15503,SL-0097
O95633,SL-0243; SL-0191
P14091,SL-0101
Q13520,SL-0089
Q9BZE4,SL-0188
Q9BZJ3,SL-0243
Q9H0J9,SL-0191; SL-0266; SL-0496
Q9H1C4,SL-0097; SL-0101; SL-0158; SL-0206
O15204,SL-0243
P04733,
P42679,SL-0086; SL-0162
P48664,SL-0039
Q5T2W1,SL-0162; SL-0039
Q5VVQ6,SL-0086
Q67FW5,SL-0086
Q96C36,SL-0086; SL-0173
Q96DP5,SL-0173
Q9BRR6,SL-0243
Q9HAS0,SL-0266; SL-0088
Q9UJV9,SL-0191; SL-0086
Q9UK97,SL-0086
O75618,SL-0086; SL-0188
O95273,SL-0086; SL-0191
Q15833,
Q53H12,SL-0168; SL-0169
Q96A65,SL-0490; SL-0280; SL-0048
P78410,SL-0039
Q04912,SL-0162
Q86SQ4,SL-0039
Q8TAF3,SL-0191; SL-0086; SL-0158; SL-0152
Q96AN5,SL-0162
Q9H095,SL-0086; SL-0117; SL-0066; SL-0090; SL-0114
Q9NS68,SL-0162
Q96EX2,SL-0162
Q16774,SL-0457; SL-0091; SL-0173
Q9UN36,SL-0086; SL-0198; SL-0288
Q9HCE1,SL-0230; SL-0495; SL-0496; SL-0191; SL-0086
O15527,SL-0190; SL-0186; SL-0181; SL-0191; SL-0173
Q8N531,
Q8N7B1,SL-0191; SL-0468
Q8NEN0,
Q96A98,SL-0243
Q9NRM2,SL-0191
Q96HL8,
Q8TC21,SL-0191
Q5VTQ0,
Q9H1C3,SL-0162
Q8N6M8,SL-0007
Q8WTU2,SL-0243
Q9Y519,SL-0162
Q9NYT6,SL-0191
Q6PDA7,SL-0243
Q6UWV7,SL-0162
Q8TC99,
A4D1N5,
Q9UI72,
A8MVM7,
O15225,
P25025,SL-0039
P27694,SL-0191; SL-0465
P56385,SL-0173; SL-0168
Q8N126,SL-0039; SL-0038
Q96A44,SL-0086; SL-0091
Q99576,SL-0086; SL-0191
Q99615,SL-0086; SL-0191; SL-0090
Q9BQ69,SL-0191
Q9BSE5,SL-0173
Q9UQ52,SL-0039
P04628,SL-0111; SL-0243
P09237,SL-0111
P46063,SL-0191
P63211,SL-0039
Q3MIR4,SL-0039; SL-0097
Q5KSL6,SL-0039
Q8IVL5,SL-0095; SL-0239; SL-0132
Q8TCX1,SL-0132; SL-0086; SL-0066; SL-0087; SL-0304; SL-0048
Q9GZY0,SL-0190; SL-0086
Q9UKN8,SL-0191
Q9UQ16,SL-0086; SL-0090
P08603,SL-0243
P31997,SL-0039; SL-0310
P36957,SL-0170; SL-0191
P55895,SL-0191
P62917,SL-0086
Q03591,SL-0243
Q16828,SL-0086
Q6JQN1,
Q92542,SL-0162; SL-0089; SL-0161
Q92753,SL-0190
Q9GZU5,SL-0111; SL-0283; SL-0515
Q9HBX8,SL-0039
Q9NYZ1,SL-0162
P12829,
P13807,
P78334,SL-0039; SL-0219
Q14773,SL-0039; SL-0243
Q8TC59,SL-0086
Q96A09,SL-0086; SL-0191
Q96MK3,SL-0243; SL-0132; SL-0095
Q9BS16,SL-0191; SL-0047; SL-0149
Q9H0I3,SL-0485; SL-0066
Q9NUB1,SL-0170
O14531,SL-0086
O60306,SL-0191; SL-0190
O96006,SL-0465; SL-0191
P09972,
P46095,SL-0039
P59990,
Q02223,SL-0039; SL-0147
Q13813,SL-0090; SL-0138
Q5T1V6,SL-0086; SL-0191
Q86VI3,
Q8IVP9,SL-0191
Q8IWZ5,
Q96F44,SL-0086; SL-0191
Q96M11,SL-0086; SL-0066; SL-0048; SL-0046
Q9C0G6,SL-0304; SL-0117
Q9H0B8,SL-0243
Q9H9G7,SL-0230
P08253,SL-0111; SL-0162; SL-0191; SL-0086; SL-0173
P32322,SL-0173
Q9BZR8,SL-0086; SL-0091; SL-0147
Q9H1P3,SL-0091; SL-0154; SL-0039
Q9BQ16,SL-0111
P04070,SL-0243; SL-0132; SL-0095
Q9UPM8,SL-0267
Q14592,SL-0191
Q8IV63,SL-0191; SL-0086
Q9NQ94,SL-0191; SL-0095; SL-0086
Q9BQI0,SL-0090; SL-0301
Q49MI3,SL-0086; SL-0188; SL-0266; SL-0095
Q96GE6,SL-0293
Q8IYU2,SL-0136; SL-0086; SL-0095
Q4VNC1,SL-0093; SL-0151; SL-0231
Q5T2R2,SL-0173
O60880,SL-0086
Q93084,SL-0182; SL-0097; SL-0241
Q9Y603,SL-0191
A6NHC0,SL-0086; SL-0132
Q504Y3,
Q8NEY3,SL-0191
Q9BXE9,SL-0039
P17031,SL-0191
Q5T2L2,SL-0086
Q8TAQ5,SL-0191
A0A024RBG1,SL-0086
Q9Y5F3,SL-0039
Q5T013,
Q8NDW4,SL-0191
A6NJW4,SL-0162
Q8N957,
Q9Y343,SL-0089
Q69YW2,SL-0162
Q8N0U4,
Q96KF7,SL-0162
F2Z333,SL-0162
Q8N239,
O95397,
P54802,SL-0158
Q09161,SL-0191; SL-0086
Q58DX5,SL-0162
Q70IA6,SL-0191; SL-0198
Q9H244,SL-0039
Q9NQ11,SL-0157; SL-0151; SL-0175; SL-0022
Q9NT62,SL-0086
Q9NVE7,SL-0086
Q9UF12,
Q9UGK8,SL-0086; SL-0191
Q9UNX4,SL-0188
P52815,SL-0170
P60410,
Q99638,SL-0191
Q9BXR0,SL-0086; SL-0172
Q9H5V9,SL-0086; SL-0097; SL-0191
Q9NYM9,SL-0134; SL-0267
Q9P0M2,SL-0191; SL-0086
Q9UET6,SL-0086; SL-0191
Q9UJA2,SL-0168
O15528,SL-0171
O75631,SL-0097
P02730,SL-0039; SL-0026
P07339,SL-0158; SL-0161; SL-0112
P29973,SL-0039
Q00403,SL-0191; SL-0468
Q00688,SL-0191
Q15173,SL-0086
Q53FT3,SL-0086; SL-0091; SL-0191
Q643R3,SL-0097
Q96HA9,SL-0203
Q9BX97,SL-0039; SL-0035; SL-0198
Q9H4K7,SL-0173; SL-0168
Q9NQ89,SL-0086; SL-0094
Q9P0P0,
Q9P0U1,SL-0172
O00567,SL-0188; SL-0086; SL-0190
O95376,SL-0191; SL-0086
P04114,SL-0086; SL-0243; SL-0154
P12277,SL-0091; SL-0173; SL-0039
P35070,SL-0112; SL-0039
P40926,SL-0170
P42765,SL-0173
P48556,
P51841,SL-0513
P63241,SL-0086; SL-0191; SL-0097
Q13214,SL-0243; SL-0095
Q13619,
Q14CN2,SL-0039; SL-0015; SL-0243
Q6UWU4,SL-0134; SL-0469; SL-0086; SL-0188
Q86XJ0,SL-0026
Q96LA5,SL-0039
Q9UHF1,SL-0112
O60844,SL-0111; SL-0548; SL-0133
P01701,SL-0243; SL-0039
P0DN86,SL-0243
P40123,SL-0039
P42575,
P63316,
Q14156,SL-0039; SL-0091
Q6ZMI0,SL-0094
Q86WK6,SL-0039; SL-0197; SL-0283; SL-0279
Q8N4S7,SL-0134
Q8N6F8,
Q9WJR5,
O43556,SL-0238; SL-0090; SL-0283; SL-0132
Q8TB61,SL-0134
P22314,SL-0086; SL-0173; SL-0191
P24046,SL-0219; SL-0039
P43897,SL-0170
Q86UU9,SL-0243
O94759,SL-0039; SL-0197; SL-0280; SL-0088; SL-0158
P28062,SL-0086; SL-0191
Q15831,SL-0191; SL-0086; SL-0162; SL-0173
Q92889,SL-0191; SL-0468
Q96P56,SL-0115
Q8NBS3,SL-0039; SL-0026
Q7Z2E3,SL-0190; SL-0188; SL-0086
Q96LD1,SL-0238; SL-0090
Q8TBF8,SL-0297; SL-0086
Q96SE7,SL-0191
Q6TDU7,SL-0066; SL-0086
Q7Z398,SL-0191
Q6MZW2,SL-0243
Q7Z745,SL-0086; SL-0007; SL-0117
Q8N7R7,SL-0039
P0CK96,SL-0162
Q63HM2,SL-0162
Q6TFL3,
Q9BQ75,
P63122,
P51861,
Q7L945,SL-0191
Q96K75,SL-0191
Q5VZI3,SL-0039
Q6P9A3,SL-0191
P0CI00,SL-0191
Q5SRD1,SL-0168
Q9P1J3,
A8MYJ7,
O15232,SL-0243
O43143,SL-0191; SL-0188
O43603,SL-0039
O95944,SL-0039
P02649,SL-0243; SL-0112; SL-0111; SL-0499; SL-0174
P52732,SL-0086; SL-0448
P55259,SL-0549; SL-0243; SL-0039; SL-0015; SL-0370; SL-0101
Q13158,SL-0086
Q6NS38,SL-0191; SL-0188; SL-0190
Q6ZTW0,SL-0304; SL-0114; SL-0087; SL-0308; SL-0279; SL-0283; SL-0048; SL-0485
Q9Y365,SL-0117; SL-0086; SL-0162
P13073,SL-0168
P35218,SL-0173
P48995,SL-0039
Q16690,SL-0191
Q96PF2,SL-0086; SL-0046
Q9H3Y6,SL-0086
P01023,SL-0243
P14868,SL-0091
Q00169,SL-0086; SL-0191
Q05923,SL-0191
Q08AG5,SL-0191
Q496F6,SL-0039
Q8IW52,SL-0162; SL-0039
Q8NCL4,SL-0134
Q8TF42,SL-0086; SL-0191
Q9BUU2,SL-0191
Q9C040,SL-0086
Q9NVI1,SL-0191; SL-0086
Q9UL62,SL-0039
O75478,SL-0191; SL-0468
P01920,SL-0039; SL-0097; SL-0267; SL-0100; SL-0157
P16435,SL-0097
P18859,SL-0173; SL-0168
P47989,SL-0086; SL-0204; SL-0243
P62736,SL-0090
Q13405,SL-0173
Q13938,SL-0086
Q7L5N1,SL-0191; SL-0086; SL-0198
Q8WTU0,
Q96J84,SL-0039
Q96PP9,SL-0134; SL-0086; SL-0191; SL-0198
Q9GZW8,SL-0162
Q9HB07,SL-0190; SL-0170; SL-0188
A0AVT1,
P13501,SL-0243
P31751,SL-0086; SL-0191; SL-0039; SL-0094
P53609,
P61758,SL-0086; SL-0191
Q04656,SL-0267; SL-0039; SL-0160; SL-0093; SL-0279; SL-0283; SL-0297; SL-0091; SL-0095
Q5SRE7,
Q6ZN66,SL-0088
Q969H8,SL-0243; SL-0098; SL-0095; SL-0132
Q96L58,SL-0136
Q9H5F2,SL-0304; SL-0114; SL-0191; SL-0066
P30260,SL-0191; SL-0251
Q8IVF7,SL-0086; SL-0039
Q92752,SL-0111
Q93038,SL-0039; SL-0243
Q5VV63,SL-0162
P34925,SL-0162; SL-0191; SL-0086
Q8NBS9,SL-0096
P43034,SL-0090; SL-0048; SL-0251; SL-0182
P62899,SL-0086
Q14435,SL-0136
Q86WJ1,SL-0191; SL-0468
O00141,SL-0086; SL-0191; SL-0097; SL-0039; SL-0173
Q9BXN2,SL-0039; SL-0086
Q9Y6N9,SL-0091; SL-0090; SL-0293
Q13557,SL-0238; SL-0241
Q6P087,SL-0170
Q06330,SL-0191; SL-0086
Q96KE9,SL-0086
O95757,SL-0086; SL-0191
Q7Z7F7,SL-0173
Q9Y5E8,SL-0039
O75123,SL-0191
Q5VVH5,SL-0086; SL-0191
Q6PF04,SL-0191
Q9NTU7,SL-0243; SL-0258
Q6QEF8,
Q8N8Z8,SL-0191
Q9H3E2,SL-0100
A0PJX2,
Q6UWJ8,SL-0162
Q7RTV5,
A0A1B0GX49,SL-0039
P52740,SL-0191
A0A1B0GXF2,SL-0039
Q8N3Z0,SL-0243
O75290,SL-0191
A6NFU8,
C9J202,
Q8N7L0,
P0C7T8,SL-0162
Q8IXR9,
Q6ZQY2,
Q96IT6,
Q3B7I2,
Q4W5N1,
O15127,SL-0267; SL-0231
O95750,SL-0243
P02748,SL-0243; SL-0451
P32942,SL-0039
Q5JPE7,SL-0097
Q5T2S8,SL-0304; SL-0087
Q6P2P2,SL-0086
Q8IYV9,SL-0039; SL-0006
Q8NEA9,SL-0181
Q96RQ3,SL-0170
Q9HAI6,SL-0157; SL-0100; SL-0191; SL-0086
Q9NS73,SL-0191; SL-0086
Q9UKQ2,SL-0039; SL-0243
A8MT69,SL-0191; SL-0047; SL-0149
O60294,
P31946,SL-0086; SL-0161; SL-0271
P56730,SL-0243
P58005,SL-0086
Q00973,SL-0134
Q13363,SL-0086; SL-0191
Q2KHN1,SL-0086; SL-0191
Q6PD62,SL-0186
Q7L0Y3,SL-0269
Q86SS6,SL-0260
Q8IXQ9,SL-0086; SL-0170
Q96KN4,SL-0086
Q99426,SL-0086; SL-0090
Q9BSK4,SL-0173; SL-0086
Q9GZS1,SL-0188
Q9UII4,SL-0198; SL-0086
P17066,
P29322,SL-0039; SL-0280; SL-0093
P49589,SL-0086
Q02978,SL-0168
Q13217,SL-0095
Q13621,SL-0015
Q6UXG8,SL-0162
Q8N428,SL-0134
Q8TD57,SL-0304; SL-0086; SL-0117
Q96L12,SL-0096
Q9BZH6,SL-0087; SL-0086; SL-0191; SL-0304; SL-0088; SL-0266
Q9NPI8,SL-0191
O75907,SL-0097
P13726,SL-0162; SL-0243
P26010,SL-0039
P60709,SL-0090; SL-0191
P61019,SL-0099; SL-0161; SL-0097; SL-0134; SL-0007; SL-0022
P63146,SL-0039; SL-0191
Q13114,SL-0086; SL-0101; SL-0173
Q7L1W4,SL-0039; SL-0097
Q96BR1,SL-0088; SL-0094; SL-0232
Q9H7V2,SL-0039; SL-0093; SL-0520; SL-0258; SL-0283; SL-0284
Q9HAU4,SL-0191; SL-0086; SL-0039; SL-0370
Q9ULW2,SL-0039
P00167,SL-0097; SL-0165; SL-0086
P20648,SL-0015
P35613,SL-0161; SL-0039; SL-0457; SL-0458; SL-0101; SL-0097; SL-0026
P49914,SL-0086
Q15036,SL-0086; SL-0094; SL-0089
Q2M3M2,SL-0039
Q5T9C9,SL-0086; SL-0162
Q96PP8,SL-0089; SL-0134; SL-0086
Q96TA1,SL-0091; SL-0009; SL-0162
Q9BX46,SL-0191; SL-0086
Q9P0G3,SL-0112
Q9Y3A2,SL-0188
Q8TBK2,SL-0191
Q96IL0,SL-0168
Q9NWZ5,SL-0086; SL-0191
Q9BWX1,SL-0191
O15394,SL-0039
O94822,SL-0091
Q9P0K1,SL-0039; SL-0279
O14893,SL-0127; SL-0086
P53671,SL-0251; SL-0048; SL-0086; SL-0191; SL-0198
Q9NR19,SL-0091; SL-0086; SL-0191
Q9Y2V7,SL-0134
Q5M7Z0,SL-0097
Q6YHU6,
A6ZKI3,
Q5T2E6,SL-0134; SL-0086
A6NMB1,SL-0162
Q53RD9,SL-0111
Q86Y79,
Q9H330,SL-0162
Q9Y248,SL-0191; SL-0468
P17035,SL-0191
P63136,
P51689,SL-0158
Q8N6T0,SL-0468
A0A0C4DH25,SL-0243; SL-0039
Q6UY18,SL-0162
Q7Z6M2,
P48741,
Q8N8M0,
Q8N8F7,SL-0162
A0A1B0GWK0,
Q8N0W5,
Q96MH7,
C9J442,
P16870,SL-0244; SL-0245; SL-0243
P25098,SL-0086; SL-0039; SL-0515; SL-0516
P29371,SL-0039
Q13509,SL-0090; SL-0288; SL-0291; SL-0286
Q14289,SL-0086; SL-0198; SL-0039; SL-0118; SL-0291; SL-0138; SL-0191
Q14738,SL-0086; SL-0191
Q8TDF5,SL-0039; SL-0520; SL-0243
Q8WXA8,SL-0219; SL-0039
Q8WYJ6,SL-0086; SL-0090; SL-0048; SL-0469
Q96BD8,SL-0251; SL-0149; SL-0048
Q96GD4,SL-0191; SL-0468; SL-0047; SL-0149; SL-0251; SL-0469
Q96MP8,SL-0039; SL-0091
Q9H0R5,SL-0086; SL-0198; SL-0134
P29466,SL-0086; SL-0039
P69849,SL-0097
Q06141,SL-0243
Q8IXN7,SL-0086
Q8IY18,SL-0191; SL-0468; SL-0465; SL-0276
Q96AP4,SL-0086; SL-0191
Q96E14,SL-0191
Q96L92,SL-0093; SL-0091
Q9Y256,SL-0097
Q9Y342,SL-0039; SL-0176; SL-0015; SL-0132
P26715,SL-0039
P30679,
Q8NEV1,
Q8WUX9,SL-0086; SL-0178
Q8WWH5,SL-0191; SL-0091
Q9BXT6,SL-0086
Q9H3Q3,SL-0136
O15344,SL-0086; SL-0090; SL-0251
O75534,SL-0086; SL-0496; SL-0230
P09913,SL-0086; SL-0095
P0DJI9,SL-0243
P15882,
P53985,SL-0039; SL-0026; SL-0015
P55056,SL-0243
Q11130,SL-0136
Q495W5,SL-0097
Q9BT04,SL-0086; SL-0090; SL-0087
Q9BXL8,SL-0191
Q9NPC3,SL-0191; SL-0468
Q9NUP9,SL-0039; SL-0026; SL-0038; SL-0520; SL-0265
Q9P0V8,SL-0162
P28838,SL-0086
Q01959,SL-0039; SL-0518; SL-0279
Q13418,SL-0118; SL-0039; SL-0291; SL-0313; SL-0086; SL-0191; SL-0048; SL-0138
Q8N9R8,SL-0162; SL-0191; SL-0086
Q96IP4,SL-0086
Q9BYV2,SL-0090; SL-0314
Q9H2L5,
Q9H777,SL-0091; SL-0191
Q9P086,SL-0191
Q9UJQ1,SL-0039; SL-0260; SL-0099; SL-0100; SL-0089; SL-0283; SL-0289; SL-0093; SL-0232
Q9Y303,
P41440,SL-0039; SL-0015; SL-0026
Q9H6R4,SL-0188; SL-0468
Q9UGP5,SL-0191; SL-0468
P40692,SL-0191; SL-0468
Q8NCR6,SL-0090; SL-0191; SL-0086; SL-0173; SL-0114
P00533,SL-0039; SL-0097; SL-0134; SL-0182; SL-0101; SL-0100; SL-0191; SL-0243
Q75QN2,SL-0191; SL-0468
Q8N6C8,SL-0243
O95278,SL-0086; SL-0097; SL-0039; SL-0191
P09132,SL-0086; SL-0188; SL-0190
P16452,SL-0039; SL-0090
Q9Y279,SL-0162
Q9BQS7,SL-0026
Q9BZZ5,SL-0191; SL-0086
P26378,SL-0086; SL-0197; SL-0283; SL-0279; SL-0288
Q969M7,
Q8IUR5,SL-0162; SL-0095
O95084,SL-0243
Q5H9U9,
Q8IWF6,SL-0232; SL-0086
Q9Y5E6,SL-0039
Q96ME1,
Q9Y5E2,SL-0039
P01718,SL-0243; SL-0039
P63133,
Q68DH5,SL-0039
Q9Y5E5,SL-0039
P51504,SL-0191
Q8WXQ8,SL-0243
Q9UBG7,SL-0191
Q9BUK0,SL-0169
Q86VS3,
P0DP09,SL-0243; SL-0039
A0A0B4J2D9,SL-0243; SL-0039
Q5VU69,SL-0304; SL-0114
Q8N3H0,SL-0086; SL-0191
Q495B1,
Q6NT52,SL-0243
Q8NCI6,
A6NKX4,SL-0162
Q5T1A1,SL-0006
Q86U17,SL-0243
A0A1W2PP97,
Q96MT0,
A6NKX1,
P18075,SL-0243
P39023,SL-0188; SL-0086
P53618,SL-0086; SL-0134; SL-0076; SL-0039; SL-0098
Q01118,SL-0039
Q13489,SL-0086; SL-0191
Q15172,SL-0086; SL-0191; SL-0047
Q15269,SL-0188
Q6GMV2,SL-0086
Q96GQ5,SL-0162
Q9UI42,SL-0243
Q9UKK9,SL-0191
Q9UKP5,SL-0111
O60383,SL-0243
P40305,SL-0171; SL-0179; SL-0097
Q15119,SL-0170
Q15843,SL-0191
Q5SY16,SL-0191; SL-0188
Q70Z44,SL-0219; SL-0039
Q8N5Y8,SL-0097
Q8NCT1,SL-0094; SL-0039; SL-0088
Q92896,SL-0134; SL-0521; SL-0484
Q96LZ7,SL-0162; SL-0086; SL-0251; SL-0448
Q9BVC6,SL-0183; SL-0097; SL-0241
Q9H2U2,SL-0173
Q9HC36,SL-0173
Q9HC96,
Q9NXB0,SL-0087; SL-0048
Q9NYC9,SL-0304; SL-0117
O60658,
O76015,
P13674,SL-0096
P54762,SL-0039; SL-0093; SL-0283
Q13530,SL-0039; SL-0134; SL-0198
Q5EBM0,SL-0173
Q5VW32,SL-0182
Q86WR0,SL-0039; SL-0147
Q96FE5,SL-0039
Q9HCX3,SL-0191
Q9P253,SL-0151; SL-0157; SL-0094; SL-0023; SL-0070
Q9UJW2,SL-0025
O00253,SL-0243; SL-0133
O14662,SL-0134; SL-0086
O75147,SL-0086; SL-0048; SL-0198; SL-0132
P0C0S5,SL-0191; SL-0468
P15813,SL-0039; SL-0026; SL-0100; SL-0157; SL-0097
P17568,SL-0168; SL-0169
P28068,SL-0151; SL-0157
P78333,SL-0039; SL-0112
Q13895,SL-0086; SL-0188
Q5SQ64,SL-0039
Q86Z14,SL-0039
Q8IWG1,SL-0086
Q8N357,SL-0173; SL-0157
Q9P289,SL-0086; SL-0132
O15304,SL-0086; SL-0191
O95168,SL-0168
O95602,SL-0188; SL-0468
O95865,SL-0086; SL-0173
P32247,SL-0039
P36507,SL-0086; SL-0162
P48553,SL-0067
P49841,SL-0086; SL-0191; SL-0039
P53582,SL-0086
Q02318,SL-0168
Q15013,SL-0191; SL-0251
Q6UWW8,SL-0096
Q9BYQ0,
Q9BYQ6,
Q9Y230,SL-0181; SL-0190; SL-0086; SL-0162; SL-0542
Q9Y264,SL-0243
Q9Y5Y4,SL-0039
P28039,SL-0243; SL-0088
Q99828,SL-0162; SL-0238; SL-0039; SL-0015; SL-0301; SL-0470; SL-0288; SL-0291; SL-0086; SL-0090; SL-0048; SL-0198; SL-0191; SL-0518; SL-0197; SL-0266
Q9NVA2,SL-0090; SL-0258; SL-0284; SL-0279
Q2I0M5,SL-0243
Q96Q27,SL-0501; SL-0314
Q8NBW4,SL-0157; SL-0151
P52569,SL-0039
P68400,SL-0191
Q495C1,SL-0191; SL-0468
Q6GPH6,SL-0039
Q6UX41,SL-0162
Q86VL8,SL-0039; SL-0015
Q9P2V4,SL-0097; SL-0283
O43414,
O95178,SL-0168
Q7Z402,SL-0162
Q52WX2,SL-0086
Q58FF8,SL-0086
Q96A46,SL-0168
Q8N1S5,SL-0039; SL-0191; SL-0086; SL-0132
Q9HDB8,SL-0274
Q6IS14,SL-0086; SL-0191; SL-0097
Q86V71,SL-0191
Q9XRX5,
A6NLP5,
Q05BV3,SL-0090
A8MTB9,
Q9Y546,
Q8N8P6,
O43825,SL-0134
P17812,SL-0091; SL-0191; SL-0468
P18510,SL-0243; SL-0086
P36382,SL-0039; SL-0124
P46020,SL-0039
Q6IA17,SL-0162
Q7Z3S7,SL-0162
Q7Z403,SL-0097; SL-0134; SL-0182
Q96AQ7,SL-0154; SL-0095; SL-0191
Q99578,SL-0191; SL-0039
Q9UKU6,SL-0162
P01138,SL-0243; SL-0327
P01593,SL-0243; SL-0039
P01594,SL-0243; SL-0039
P11912,SL-0039
P35212,SL-0039; SL-0124
P49910,SL-0191
Q68D85,SL-0039
Q86SE9,SL-0191; SL-0190
Q8N0W3,
Q8NEU8,SL-0093; SL-0191; SL-0039; SL-0100; SL-0086; SL-0206; SL-0300; SL-0301; SL-0205
Q8NG66,SL-0191; SL-0188
Q96EC8,SL-0134
Q96MD2,SL-0157
Q96RQ9,SL-0243; SL-0158; SL-0007
Q9UGJ1,SL-0048
O43760,SL-0089; SL-0260; SL-0154
O95219,SL-0093
P09564,SL-0162
P58215,SL-0112; SL-0086; SL-0191
Q66K79,SL-0112; SL-0111
Q7KZF4,SL-0086; SL-0191; SL-0161
Q8IY34,SL-0157; SL-0100
Q96DZ9,SL-0162
Q96Q05,SL-0067; SL-0095; SL-0086
O75419,SL-0191; SL-0468
O94892,SL-0191
P43116,SL-0039
Q6P4Q7,SL-0039
Q6ZWT7,SL-0097
Q8IV48,SL-0086; SL-0191; SL-0188
Q9P0T7,SL-0157; SL-0151; SL-0175
Q9Y2Z0,SL-0086; SL-0191
P07204,SL-0162
P13796,SL-0090; SL-0038; SL-0280; SL-0301
P16519,SL-0244; SL-0243
P17900,SL-0158
P30559,SL-0039
Q06210,
Q0P5N6,SL-0086; SL-0304; SL-0173; SL-0087; SL-0457
Q5TEU4,SL-0168
Q7Z3J2,SL-0162; SL-0101
Q7Z6K5,SL-0291
Q9BV40,SL-0157; SL-0093; SL-0151; SL-0039; SL-0549
Q9BX95,SL-0097; SL-0039
Q9Y5A7,SL-0191
O43548,SL-0086
O75486,SL-0191
Q6SJ93,
Q92466,SL-0191; SL-0468
P0DPD6,SL-0134; SL-0245
P23467,SL-0162
Q10471,SL-0136; SL-0243
Q8TAM2,SL-0048; SL-0305; SL-0086; SL-0485; SL-0066
P40198,SL-0162
Q6UVY6,SL-0097
Q9BYC5,SL-0136
Q96DN5,SL-0048; SL-0485; SL-0087
Q8WWT9,SL-0039
Q99645,SL-0111
Q9HA64,
Q8TAA5,SL-0170
P51522,SL-0191
Q9H568,SL-0090
Q1L6U9,SL-0243
Q6NVV7,
Q6UXU4,SL-0039; SL-0258
O95841,SL-0243
Q96L15,SL-0243
Q9HCJ6,
P58658,SL-0162
Q96LL3,SL-0039
Q8TAV4,SL-0039
Q9H6A0,SL-0086
Q96N22,SL-0191
A0A075B6S5,SL-0243; SL-0039
Q96AB3,SL-0086; SL-0191
Q658L1,
Q8N6Y2,SL-0112
Q9BXY5,
